Solicitação;UsuarioSolicit;Etapa;Item;Descrição;Comprador;Solicitação;DtAprovSol;Entrega;Qt.Solicitada;PrUnitSol;VlSolicitacao;Qt.Recebida;Saldo;Pedido;Dt.Pedido;Ordem;Fornec;Nome Abreviado;Pre‡o Unit rio;Vlr Total;DtAprovPedido;Estado;Sit.Ordem;DtRejeitoPed;Aprovador
108.841;2511_matheus;10_RECEBIDA;701920318SL;MATRIZ SUPERIOR FINAL ITEM 212020318 TOTO;irineu;04/03/2025;06/03/2025;21/03/2025;1;720;720;1;0;82.386;10/03/2025;193.975;2319;POLYTECKY;720;720;18/03/2025;Aprovada;Recebida;;clayton
108.841;2511_matheus;10_RECEBIDA;701930318SL;MATRIZ INFERIOR FINAL ITEM 212020318 SOLDA;irineu;04/03/2025;06/03/2025;21/03/2025;1;720;720;1;0;82.386;10/03/2025;193.976;2319;POLYTECKY;720;720;18/03/2025;Aprovada;Recebida;;clayton
108.841;2511_matheus;10_RECEBIDA;991010080;PS SERVICO SOLDA;irineu;04/03/2025;06/03/2025;21/03/2025;2;100;200;2;0;82.386;10/03/2025;193.977;2319;POLYTECKY;100;200;18/03/2025;Aprovada;Recebida;;clayton
108.841;2511_matheus;10_RECEBIDA;701930123-1PO;PS POLIMENTO MATRIZ INFERIOR FINAL TAMPA HOLLOW;irineu;04/03/2025;06/03/2025;21/03/2025;4;240;960;4;0;82.386;10/03/2025;193.978;2319;POLYTECKY;240;960;18/03/2025;Aprovada;Recebida;;clayton
108.841;2511_matheus;10_RECEBIDA;701930001PO;Polimento - Matriz inf swash plate;irineu;04/03/2025;06/03/2025;21/03/2025;2;400;800;2;0;82.386;10/03/2025;193.979;2319;POLYTECKY;400;800;18/03/2025;Aprovada;Recebida;;clayton
108.841;2511_matheus;10_RECEBIDA;701920001PO;Polimento - Matriz sup swash plate;irineu;04/03/2025;06/03/2025;21/03/2025;1;400;400;1;0;82.386;10/03/2025;193.980;2319;POLYTECKY;400;400;18/03/2025;Aprovada;Recebida;;clayton
108.841;2511_matheus;10_RECEBIDA;701900228PO;PS POLIMENTO MATRIZ SUPERIOR PRE-FORMA ITEM 212100228;irineu;04/03/2025;06/03/2025;21/03/2025;1;720;720;1;0;82.386;10/03/2025;193.981;2319;POLYTECKY;720;720;18/03/2025;Aprovada;Recebida;;clayton
108.841;2511_matheus;10_RECEBIDA;701910228PO;PS POLIMENTO MATRIZ INFERIOR PRE-FORMA ITEM 212100228;irineu;04/03/2025;06/03/2025;21/03/2025;1;720;720;1;0;82.386;10/03/2025;193.982;2319;POLYTECKY;720;720;18/03/2025;Aprovada;Recebida;;clayton
108.843;2303_roberto;10_RECEBIDA;701060907;BROCA MD 2C HEL SR Ø2,45 X 10 X Ø4X 70;irineu;04/03/2025;06/03/2025;28/03/2025;3;180;540;3;0;82.400;11/03/2025;193.986;3963;AFIASANT COM;180;540;18/03/2025;Aprovada;Recebida;;clayton
108.843;2303_roberto;10_RECEBIDA;701090019;ESCARIADOR MD 3C RET SRI Ø12 X 20° X 80MM;irineu;04/03/2025;06/03/2025;04/04/2025;1;270;270;1;0;82.400;11/03/2025;193.987;3963;AFIASANT COM;270;270;18/03/2025;Aprovada;Recebida;;clayton
108.843;2303_roberto;09_PEDIDO_FOR;701090019;ESCARIADOR MD 3C RET SRI Ø12 X 20° X 80MM;irineu;04/03/2025;06/03/2025;06/06/2025;1;270;270;0;1;82.400;11/03/2025;193.988;3963;AFIASANT COM;270;270;18/03/2025;Aprovada;Confirmada;;clayton
108.843;2303_roberto;09_PEDIDO_FOR;701060905;BROCA MD 2C HEL CRI Ø2,80 X 35,5 X 75MM;irineu;04/03/2025;06/03/2025;09/05/2025;1;180,5;180,5;0;1;82.400;11/03/2025;193.989;3963;AFIASANT COM;180,5;180,5;18/03/2025;Aprovada;Confirmada;;clayton
108.843;2303_roberto;10_RECEBIDA;701240038;FRESA MD 4C HEL SRI Ø16 X 23MM;irineu;04/03/2025;06/03/2025;04/04/2025;1;403,06;403,06;1;0;82.400;11/03/2025;193.990;3963;AFIASANT COM;480;480;18/03/2025;Aprovada;Recebida;;clayton
108.843;2303_roberto;10_RECEBIDA;701060438;BROCA MD 2C HEL SRI Ø3,1 X 18MM;irineu;04/03/2025;06/03/2025;28/03/2025;2;180;360;2;0;82.400;11/03/2025;193.991;3963;AFIASANT COM;180;360;18/03/2025;Aprovada;Recebida;;clayton
108.843;2303_roberto;10_RECEBIDA;701060439;BROCA MD 2C HEL SRI Ø4 X 20MM;irineu;04/03/2025;06/03/2025;28/03/2025;3;185;555;3;0;82.400;11/03/2025;193.992;3963;AFIASANT COM;185;555;18/03/2025;Aprovada;Recebida;;clayton
108.843;2303_roberto;10_RECEBIDA;701010078;BROCA MD 2C HEL SRI Ø4 X 43 X 75 DIN 338;irineu;04/03/2025;06/03/2025;28/03/2025;6;90;540;6;0;82.400;11/03/2025;193.993;3963;AFIASANT COM;180;1.080,00;18/03/2025;Aprovada;Recebida;;clayton
108.843;2303_roberto;10_RECEBIDA;701290298;INSERTO MD STD APMT1135PDER - M1;irineu;04/03/2025;06/03/2025;04/04/2026;10;38;380;10;0;82.608;31/03/2025;193.994;4052;BIG TOOLS II;57,018;570,18;02/04/2025;Aprovada;Recebida;;clayton
108.843;2303_roberto;09_PEDIDO_FOR;701240212;FRESA MD 4C HEL SRI Ø5,5 X 8 X 85MM;irineu;04/03/2025;06/03/2025;09/05/2025;2;350;700;0;2;82.400;11/03/2025;193.983;3963;AFIASANT COM;380;760;18/03/2025;Aprovada;Confirmada;;clayton
108.843;2303_roberto;09_PEDIDO_FOR;701240212;FRESA MD 4C HEL SRI Ø5,5 X 8 X 85MM;irineu;04/03/2025;06/03/2025;06/06/2025;2;350;700;0;2;82.400;11/03/2025;193.984;3963;AFIASANT COM;380;760;18/03/2025;Aprovada;Confirmada;;clayton
108.843;2303_roberto;10_RECEBIDA;701060905;BROCA MD 2C HEL CRI Ø2,80 X 35,5 X 75MM;irineu;04/03/2025;06/03/2025;28/03/2025;2;180,5;361;2;0;82.400;11/03/2025;193.985;3963;AFIASANT COM;180,5;361;18/03/2025;Aprovada;Recebida;;clayton
108.844;2522_josiane;09_PEDIDO_FOR;991210001;IMOBILIZADO;irineu;04/03/2025;04/03/2025;29/04/2025;1;2.199,00;2.199,00;0;1;82.793;16/04/2025;193.887;4439;MERCADO PAGO;1.966,66;1.966,66;16/04/2025;Aprovada;Confirmada;;2522_josiane
108.845;2522_josiane;10_RECEBIDA;801090172;ESTILETE DE SEGURANÇA RETRÁTIL NORMA RP14;irineu;04/03/2025;04/03/2025;18/03/2025;5;18,094;90,47;5;0;82.348;05/03/2025;193.888;1008;FG CWB;23,338;116,69;14/03/2025;Aprovada;Recebida;;2522_josiane
108.847;2439_luiz;10_RECEBIDA;801030370;BOTA DE SEGURANÇA DE AMARRAR NOBUCK CA 47524 (BIQ. COMPOSITE;irineu;05/03/2025;05/03/2025;31/03/2025;2;120,5492;241,0984;2;0;82.463;17/03/2025;193.943;6349;CASA DAS;155;310;21/03/2025;Aprovada;Recebida;;2439_luiz
108.849;2439_luiz;11_SAL_FOR;801010103;CALCA BRIM G (46/48);irineu;05/03/2025;05/03/2025;24/04/2025;20;100;2.000,00;5;15;82.358;06/03/2025;193.944;5863;ALIANCAUNIFO;60;900;21/03/2025;Aprovada;Confirmada;;2439_luiz
108.849;2439_luiz;09_PEDIDO_FOR;801010102;CALCA BRIM M (42/44);irineu;05/03/2025;05/03/2025;24/04/2025;15;49,8;747;0;15;82.358;06/03/2025;193.945;5863;ALIANCAUNIFO;60;900;21/03/2025;Aprovada;Confirmada;;2439_luiz
108.849;2439_luiz;11_SAL_FOR;801010104;CALCA BRIM GG (50/52);irineu;05/03/2025;05/03/2025;24/04/2025;15;49,8;747;5;10;82.358;06/03/2025;193.946;5863;ALIANCAUNIFO;60;600;21/03/2025;Aprovada;Confirmada;;2439_luiz
108.849;2439_luiz;09_PEDIDO_FOR;801010125;CAMISA POLO PRETA M;irineu;05/03/2025;05/03/2025;24/04/2025;15;49,717;745,755;0;15;82.358;06/03/2025;193.947;5863;ALIANCAUNIFO;59,9;898,5;21/03/2025;Aprovada;Confirmada;;2439_luiz
108.849;2439_luiz;09_PEDIDO_FOR;801010127;CAMISA POLO PRETA GG;irineu;05/03/2025;05/03/2025;24/04/2025;20;43,326;866,52;0;20;82.358;06/03/2025;193.948;5863;ALIANCAUNIFO;59,9;1.198,00;21/03/2025;Aprovada;Confirmada;;2439_luiz
108.850;fabior;10_RECEBIDA;991210001;IMOBILIZADO;miriam;05/03/2025;05/03/2025;11/03/2025;1;3.499,00;3.499,00;1;0;82.354;06/03/2025;193.949;6335;RKF ITAJAI;3.399,00;3.399,00;06/03/2025;Aprovada;Recebida;;vinicius
108.851;2483_caio;10_RECEBIDA;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;05/03/2025;06/03/2025;08/03/2025;1;960;960;1;0;82.369;06/03/2025;193.995;4820;SORELUZ LOC;960;960;07/03/2025;Aprovada;Recebida;;2475_luciano
108.853;tailane;10_RECEBIDA;801090126;CALCULADORA 12 DIG ELGIN MESA SOLAR E BATERIA G10 MV-4123;Miriam;05/03/2025;06/03/2025;01/04/2025;2;34,47;68,94;2;0;59.913;20/04/2017;193.968;2863;FABESUL;34,47;68,94;;Aprovada;Recebida;;clayton
108.858;2439_luiz;10_RECEBIDA;801040051;PROTETOR AUDITIVO PLUG SILICONE;irineu;05/03/2025;05/03/2025;29/03/2025;50;2,5;125;50;0;73.133;22/03/2022;193.961;3500;PISEBEMLOG;2,5;125;;Aprovada;Recebida;;2439_luiz
108.858;2439_luiz;10_RECEBIDA;801040050;PROTETOR AUDITIVO PLUG DE ESPUMA;irineu;05/03/2025;05/03/2025;29/03/2025;100;3,54;354;100;0;73.133;22/03/2022;193.962;3500;PISEBEMLOG;3,54;354;;Aprovada;Recebida;;2439_luiz
108.858;2439_luiz;10_RECEBIDA;801040001;OCULOS DE PROTECAO INCOLOR;irineu;05/03/2025;05/03/2025;20/03/2025;40;3,3117;132,468;40;0;73.133;22/03/2022;193.963;3500;PISEBEMLOG;4,75;190;;Aprovada;Recebida;;2439_luiz
108.881;2303_roberto;10_RECEBIDA;701820214;CONECTOR MACHO ECM;irineu;05/03/2025;06/03/2025;10/03/2025;1;219,16;219,16;1;0;82.376;07/03/2025;193.996;1562;W TECH;219,16;219,16;10/03/2025;Aprovada;Recebida;;clayton
108.881;2303_roberto;10_RECEBIDA;701820214;CONECTOR MACHO ECM;irineu;05/03/2025;06/03/2025;01/04/2025;1;219,16;219,16;1;0;82.376;07/03/2025;193.997;1562;W TECH;219,16;219,16;10/03/2025;Aprovada;Recebida;;clayton
108.886;jonas;10_RECEBIDA;701680023;PINCA ER 25 Ø16;miriam;06/03/2025;06/03/2025;14/03/2025;2;200;400;2;0;82.372;07/03/2025;193.964;5474;ART DISTRIBU;54,9;109,8;07/03/2025;Aprovada;Recebida;;vinicius
108.886;jonas;10_RECEBIDA;701680021;PINCA ER 25 - DIN 6499 - Ø10;miriam;06/03/2025;06/03/2025;14/03/2025;2;200;400;2;0;82.372;07/03/2025;193.965;5474;ART DISTRIBU;54,9;109,8;07/03/2025;Aprovada;Recebida;;vinicius
108.886;jonas;10_RECEBIDA;701680020;PINCA ER 25 Ø8;miriam;06/03/2025;06/03/2025;14/03/2025;2;200;400;2;0;82.372;07/03/2025;193.966;5474;ART DISTRIBU;54,9;109,8;07/03/2025;Aprovada;Recebida;;vinicius
108.888;2372_mauro;10_RECEBIDA;641030030;GRANALHA ACO INOX CHRONITAL S30G;Miriam;06/03/2025;06/03/2025;07/04/2025;500;53,3;26.650,00;500;0;60.315;07/01/2019;193.969;4173;DEUMEX DO BR;55,03226;27.516,13;;Aprovada;Recebida;;2475_luciano
108.889;2439_luiz;10_RECEBIDA;801040333;LUVA TRICOTADA EM FIO SINTETICO TERMICO TAM G;irineu;06/03/2025;06/03/2025;24/03/2025;24;23,24;557,76;24;0;73.133;22/03/2022;193.967;3500;PISEBEMLOG;28;672;;Aprovada;Recebida;;2439_luiz
108.890;2372_mauro;10_RECEBIDA;991230013;BOMBONAS PLASTICAS;miriam;06/03/2025;06/03/2025;14/03/2025;4;30;120;4;0;82.271;25/02/2025;193.998;3476;BUSCHLE;30;120;07/03/2025;Aprovada;Recebida;;2475_luciano
108.891;jakeline;10_RECEBIDA;818220072;Dispositivo de Controle;miriam;06/03/2025;06/03/2025;28/03/2025;2;500;1.000,00;2;0;82.373;07/03/2025;193.999;4439;MERCADO PAGO;467,79;935,58;10/03/2025;Aprovada;Recebida;;2470_wolker
108.892;massao;10_RECEBIDA;651310005;PARABOLT Ø 3/8;miriam;06/03/2025;06/03/2025;28/03/2025;50;2;100;50;0;82.406;11/03/2025;194.014;4221;SOUZA AUT PÇ;1;50;11/03/2025;Aprovada;Recebida;;alexandreo
108.893;jakeline;10_RECEBIDA;801090229;LUPA DE MESA 3X6X ROTOATIVA DOBRAVEL COM 2 LMPD LUZ BRANCA;miriam;06/03/2025;06/03/2025;24/03/2025;1;500;500;1;0;82.371;07/03/2025;194.001;3660;SO TUDO;499;499;24/03/2025;Aprovada;Recebida;;2470_wolker
108.894;2372_mauro;10_RECEBIDA;641030012;ÓXIDO DE ALUMÍNIO MARRON RN GR120;Miriam;06/03/2025;06/03/2025;11/03/2025;1.000,00;3,51;3.510,00;1.000,00;0;82.356;06/03/2025;194.002;6336;ABRASPAR ES;8,35;8.350,00;;Aprovada;Recebida;;2475_luciano
108.894;2372_mauro;10_RECEBIDA;641030012;ÓXIDO DE ALUMÍNIO MARRON RN GR120;Miriam;06/03/2025;06/03/2025;20/03/2025;1.000,00;3,51;3.510,00;1.000,00;0;82.356;06/03/2025;194.003;6336;ABRASPAR ES;8,35;8.350,00;;Aprovada;Recebida;;2475_luciano
108.894;2372_mauro;10_RECEBIDA;641030012;ÓXIDO DE ALUMÍNIO MARRON RN GR120;Miriam;06/03/2025;06/03/2025;27/03/2025;500;3,51;1.755,00;500;0;82.356;06/03/2025;194.004;6336;ABRASPAR ES;8,35;4.175,00;;Aprovada;Recebida;;2475_luciano
108.894;2372_mauro;10_RECEBIDA;641030012;ÓXIDO DE ALUMÍNIO MARRON RN GR120;Miriam;06/03/2025;06/03/2025;03/04/2025;500;3,51;1.755,00;500;0;82.356;06/03/2025;194.005;6336;ABRASPAR ES;8,35;4.175,00;;Aprovada;Recebida;;2475_luciano
108.894;2372_mauro;10_RECEBIDA;641030012;ÓXIDO DE ALUMÍNIO MARRON RN GR120;Miriam;06/03/2025;06/03/2025;10/04/2025;500;3,51;1.755,00;500;0;82.356;06/03/2025;194.006;6336;ABRASPAR ES;8,35;4.175,00;;Aprovada;Recebida;;2475_luciano
108.894;2372_mauro;10_RECEBIDA;641030012;ÓXIDO DE ALUMÍNIO MARRON RN GR120;Miriam;06/03/2025;06/03/2025;17/04/2025;500;3,51;1.755,00;500;0;82.356;06/03/2025;194.007;6336;ABRASPAR ES;8,35;4.175,00;;Aprovada;Recebida;;2475_luciano
108.894;2372_mauro;10_RECEBIDA;641030012;ÓXIDO DE ALUMÍNIO MARRON RN GR120;Miriam;06/03/2025;06/03/2025;24/04/2025;500;3,51;1.755,00;500;0;82.356;06/03/2025;194.008;6336;ABRASPAR ES;8,35;4.175,00;;Aprovada;Recebida;;2475_luciano
108.894;2372_mauro;09_PDACEITO_FOR;641030012;ÓXIDO DE ALUMÍNIO MARRON RN GR120;Miriam;06/03/2025;06/03/2025;30/04/2025;500;3,51;1.755,00;0;500;82.356;06/03/2025;194.009;6336;ABRASPAR ES;8,35;4.175,00;;Aprovada;Confirmada;;2475_luciano
108.894;2372_mauro;09_PDACEITO_FOR;641030012;ÓXIDO DE ALUMÍNIO MARRON RN GR120;Miriam;06/03/2025;06/03/2025;08/05/2025;500;3,51;1.755,00;0;500;82.356;06/03/2025;194.010;6336;ABRASPAR ES;8,35;4.175,00;;Aprovada;Confirmada;;2475_luciano
108.894;2372_mauro;09_PDACEITO_FOR;641030012;ÓXIDO DE ALUMÍNIO MARRON RN GR120;Miriam;06/03/2025;06/03/2025;15/05/2025;500;3,51;1.755,00;0;500;82.356;06/03/2025;194.011;6336;ABRASPAR ES;8,35;4.175,00;;Aprovada;Confirmada;;2475_luciano
108.894;2372_mauro;09_PDACEITO_FOR;641030012;ÓXIDO DE ALUMÍNIO MARRON RN GR120;Miriam;06/03/2025;06/03/2025;22/05/2025;500;3,51;1.755,00;0;500;82.356;06/03/2025;194.012;6336;ABRASPAR ES;8,35;4.175,00;;Aprovada;Confirmada;;2475_luciano
108.894;2372_mauro;09_PDACEITO_FOR;641030012;ÓXIDO DE ALUMÍNIO MARRON RN GR120;Miriam;06/03/2025;06/03/2025;29/05/2025;500;3,51;1.755,00;0;500;82.356;06/03/2025;194.013;6336;ABRASPAR ES;8,35;4.175,00;;Aprovada;Confirmada;;2475_luciano
108.901;2372_mauro;10_RECEBIDA;411020008;TAMPA/FUNDO BOSCH (1175X815X120) SA 48;Miriam;06/03/2025;07/03/2025;07/04/2025;100;14,174;1.417,40;100;0;64.484;01/12/2019;194.022;4964;MASTERKRAF 2;15,755;1.575,50;;Aprovada;Recebida;;2475_luciano
108.901;2372_mauro;10_RECEBIDA;411020005;CAIXA PAPELAO BOSCH (380 X250 X195) SA 86;Miriam;06/03/2025;07/03/2025;07/04/2025;800;3,715;2.972,00;800;0;64.484;01/12/2019;194.023;4964;MASTERKRAF 2;6,417;5.133,60;;Aprovada;Recebida;;2475_luciano
108.901;2372_mauro;10_RECEBIDA;641010003;OLEO SOLUVEL DAIROLL EX-8;Miriam;06/03/2025;07/03/2025;18/03/2025;800;19,5;15.600,00;800;0;60.284;03/01/2019;194.024;1595;DAIDO;21,40125;17.121,00;;Aprovada;Recebida;;2475_luciano
108.905;2483_caio;10_RECEBIDA;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;07/03/2025;07/03/2025;13/03/2025;1;2.800,00;2.800,00;1;0;82.380;07/03/2025;194.025;6222;KARBO;2.800,00;2.800,00;10/03/2025;Aprovada;Recebida;;2475_luciano
108.907;2483_caio;10_RECEBIDA;651300518;COLA ADESIVO DE CONTATO (COLA DE SAPATEIRO);irineu;07/03/2025;07/03/2025;14/03/2025;2;150;300;2;0;82.444;13/03/2025;194.026;6343;VERGINIA PIN;163;326;14/03/2025;Aprovada;Recebida;;2475_luciano
108.909;2483_caio;12_ELIMINADA;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;07/03/2025;07/03/2025;07/03/2025;1;4.000,00;4.000,00;0;1;82.382;07/03/2025;194.027;6338;LIDERANÇA EQ;4.000,00;4.000,00;;Aprovada;Eliminada;;2475_luciano
108.915;estagiariomt;10_RECEBIDA;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;07/03/2025;07/03/2025;25/03/2025;1;7.500,00;7.500,00;1;0;82.422;12/03/2025;194.028;5700;DISPOTECH;7.500,00;7.500,00;18/03/2025;Aprovada;Recebida;;2475_luciano
108.919;2483_caio;09_PEDIDO_FOR;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;07/03/2025;31/03/2025;10/05/2025;1;200.000,00;200.000,00;0;1;82.707;08/04/2025;194.685;6291;SOLUSERVICE;194.000,00;194.000,00;09/04/2025;Aprovada;Confirmada;;2475_luciano
108.920;2483_caio;08_IMPRIMIR;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;07/03/2025;07/03/2025;10/05/2025;1;84.000,00;84.000,00;0;1;82.733;10/04/2025;194.686;6291;SOLUSERVICE;86.000,00;86.000,00;;Nao Aprovada;Confirmada;;2475_luciano
108.921;estagiariomt;09_PEDIDO_FOR;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;07/03/2025;27/03/2025;10/05/2025;1;7.468,45;7.468,45;0;1;82.610;31/03/2025;194.614;2010;INDUCTOTHERM;7.468,45;7.468,45;04/04/2025;Aprovada;Confirmada;;2475_luciano
108.921;estagiariomt;09_PEDIDO_FOR;991010054;COMPONENTES DE SERVICO;irineu;07/03/2025;27/03/2025;10/05/2025;1;3.811,25;3.811,25;0;1;82.610;31/03/2025;194.615;2010;INDUCTOTHERM;3.811,25;3.811,25;04/04/2025;Aprovada;Confirmada;;2475_luciano
108.922;2439_luiz;10_RECEBIDA;801040209;FITA DEMARCACAO DE SOLO 50MM X 30M  BRANCO 3M;irineu;07/03/2025;07/03/2025;17/03/2025;3;20;60;3;0;82.389;10/03/2025;194.032;1218;FERR GERAIS;68,06333;204,19;13/03/2025;Aprovada;Recebida;;2439_luiz
108.922;2439_luiz;10_RECEBIDA;801040204;FITA DEMARCAÇÃO DE SOLO 50MM X 30M  AZUL 3M;irineu;07/03/2025;07/03/2025;17/03/2025;7;20;140;7;0;82.389;10/03/2025;194.033;1218;FERR GERAIS;70,86429;496,05;13/03/2025;Aprovada;Recebida;;2439_luiz
108.922;2439_luiz;10_RECEBIDA;801040206;FITA DEMARCACAO DE SOLO 50MM X 30M VERDE 3M;irineu;07/03/2025;07/03/2025;17/03/2025;3;20;60;3;0;82.389;10/03/2025;194.034;1218;FERR GERAIS;70,86333;212,59;13/03/2025;Aprovada;Recebida;;2439_luiz
108.923;2522_josiane;10_RECEBIDA;991090020;PS SERVICO TREINAMENTO;irineu;07/03/2025;07/03/2025;17/04/2025;1;3.565,00;3.565,00;1;0;82.431;12/03/2025;194.035;5238;PREVENCAO;2.830,00;2.830,00;19/03/2025;Aprovada;Recebida;;2522_josiane
108.925;estagiariomt;10_RECEBIDA;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;07/03/2025;10/03/2025;14/03/2025;1;2.380,00;2.380,00;1;0;82.398;10/03/2025;194.059;6298;REUSING MANU;2.380,00;2.380,00;11/03/2025;Aprovada;Recebida;;2475_luciano
108.929;estagiariomt;10_RECEBIDA;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;07/03/2025;10/03/2025;13/03/2025;1;5.800,00;5.800,00;1;0;82.390;10/03/2025;194.060;4820;SORELUZ LOC;5.800,00;5.800,00;10/03/2025;Aprovada;Recebida;;2475_luciano
108.929;estagiariomt;09_PEDIDO_FOR;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;07/03/2025;10/03/2025;30/04/2025;1;460;460;0;1;82.392;10/03/2025;194.061;4820;SORELUZ LOC;960;960;11/03/2025;Aprovada;Confirmada;;2475_luciano
108.930;estagiariomt;10_RECEBIDA;651011576;TRILHO DIN 35mm PERFURADO;irineu;07/03/2025;10/03/2025;24/03/2025;1;50;50;1;0;82.404;11/03/2025;194.062;5417;DIMEN SC;22,76;22,76;12/03/2025;Aprovada;Recebida;;2475_luciano
108.930;estagiariomt;10_RECEBIDA;651011391;CABO 4 X 6MM;irineu;07/03/2025;10/03/2025;24/03/2025;2;25;50;2;0;82.404;11/03/2025;194.063;5417;DIMEN SC;24,59;49,18;12/03/2025;Aprovada;Recebida;;2475_luciano
108.930;estagiariomt;10_RECEBIDA;651010869;CONTATOR 3P 12A;irineu;07/03/2025;10/03/2025;24/03/2025;4;560;2.240,00;4;0;82.404;11/03/2025;194.064;5417;DIMEN SC;432,76;1.731,04;12/03/2025;Aprovada;Recebida;;2475_luciano
108.930;estagiariomt;10_RECEBIDA;651150059;DISJUNTOR MOTOR 6-10A;irineu;07/03/2025;10/03/2025;24/03/2025;4;580;2.320,00;4;0;82.404;11/03/2025;194.065;5417;DIMEN SC;387,41;1.549,64;12/03/2025;Aprovada;Recebida;;2475_luciano
108.930;estagiariomt;10_RECEBIDA;651010737;BLOCO DE CONTATO AUXILIAR FRONTAL GVA E11;irineu;07/03/2025;10/03/2025;04/04/2025;4;115;460;4;0;82.486;20/03/2025;194.066;5417;DIMEN SC;84,55;338,2;26/03/2025;Aprovada;Recebida;;2475_luciano
108.931;2372_mauro;10_RECEBIDA;641040113;BAND CLEAN 51;miriam;07/03/2025;10/03/2025;13/03/2025;150;4,71;706,5;150;0;38.484;17/06/2014;194.067;3983;BAND QUIMICA;19;2.850,00;;Aprovada;Recebida;;2475_luciano
108.931;2372_mauro;10_RECEBIDA;641040100;DALKLEAR FLUX 8;miriam;07/03/2025;10/03/2025;13/03/2025;100;5,3;530;100;0;38.484;17/06/2014;194.068;3983;BAND QUIMICA;5,3;530;;Aprovada;Recebida;;2475_luciano
108.931;2372_mauro;10_RECEBIDA;641040107;BAND KLEAR 103;miriam;07/03/2025;10/03/2025;13/03/2025;100;13,45;1.345,00;100;0;38.484;17/06/2014;194.069;3983;BAND QUIMICA;13,45;1.345,00;;Aprovada;Recebida;;2475_luciano
108.931;2372_mauro;10_RECEBIDA;641040104;DALKLEAR TAMBOREAMENTO;miriam;07/03/2025;10/03/2025;13/03/2025;200;3,99;798;200;0;38.484;17/06/2014;194.070;3983;BAND QUIMICA;6,65;1.330,00;;Aprovada;Recebida;;2475_luciano
108.932;andreia;10_RECEBIDA;991100007;PS SERVIÇO MO TERCEIRIZADO;miriam;10/03/2025;10/03/2025;09/04/2025;1;45.000,00;45.000,00;1;0;82.395;10/03/2025;194.071;6340;PONO;48.149,62;48.149,62;03/04/2025;Aprovada;Recebida;;andreia
108.934;estagiariomt;10_RECEBIDA;651030610;ELETRODO 6013 2,5MM;irineu;10/03/2025;10/03/2025;20/03/2025;1;41,4502;41,4502;1;0;82.388;10/03/2025;194.072;1218;FERR GERAIS;52,24;52,24;14/03/2025;Aprovada;Recebida;;2475_luciano
108.934;estagiariomt;01_SEM_OC;651030610;ELETRODO 6013 2,5MM;irineu;10/03/2025;10/03/2025;10/04/2025;1;41,4502;41,4502;0;0;0;;0;0;;41,4502;0;;Não Aprovada;;;2475_luciano
108.935;estagiariomt;10_RECEBIDA;991010050;PS MANUTENCAO MAQUINAS E EQUIPAMENTOS;irineu;10/03/2025;10/03/2025;10/03/2025;1;4.900,00;4.900,00;1;0;82.387;10/03/2025;194.074;1352;MELCTRONIC;4.900,00;4.900,00;10/03/2025;Aprovada;Recebida;;2475_luciano
108.935;estagiariomt;10_RECEBIDA;991010054;COMPONENTES DE SERVICO;irineu;10/03/2025;10/03/2025;10/03/2025;1;89,48;89,48;1;0;82.387;10/03/2025;194.075;1352;MELCTRONIC;89,48;89,48;10/03/2025;Aprovada;Recebida;;2475_luciano
108.936;estagiariomt;09_PEDIDO_FOR;651040356;ENGRENAGEM INTERMEDIARIA Nº 10 DES:35041238 OVERDRILL;irineu;10/03/2025;11/03/2025;22/04/2025;1;2.125,00;2.125,00;0;1;82.421;12/03/2025;194.098;2132;OVERDRILL;2.124,04;2.124,04;18/03/2025;Aprovada;Confirmada;;2475_luciano
108.936;estagiariomt;09_PEDIDO_FOR;651041030;CREMALHEIRA;irineu;10/03/2025;11/03/2025;22/04/2025;1;5.627,00;5.627,00;0;1;82.421;12/03/2025;194.099;2132;OVERDRILL;5.626,96;5.626,96;18/03/2025;Aprovada;Confirmada;;2475_luciano
108.936;estagiariomt;09_PEDIDO_FOR;651040357;PIÃO Nº37 DES:35041138 OVERDRILL;irineu;10/03/2025;11/03/2025;22/04/2025;1;4.502,00;4.502,00;0;1;82.421;12/03/2025;194.101;2132;OVERDRILL;4.501,57;4.501,57;18/03/2025;Aprovada;Confirmada;;2475_luciano
108.936;estagiariomt;09_PEDIDO_FOR;651170542;GAXETA 041 S01-P 118.00 X 110.00 X 6.50;irineu;10/03/2025;11/03/2025;22/04/2025;1;801;801;0;1;82.421;12/03/2025;194.102;2132;OVERDRILL;800,08;800,08;18/03/2025;Aprovada;Confirmada;;2475_luciano
